Program ID,Source Filename,Screen Shot,Description,Last Update,Version,Author,Lines,Subroutines,Challenge
NVD371-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\SmallWikiPad0x\SmallWikiPad.sb,,Small Wiki Pad,2015-12-30,0.31a,Nonki Takahashi,705,ChangeTab Form OnMouseDown OnMouseMove LoadWikiText LoadHTMLText Shapes_Init Controls_AddTabs Controls_AddVScroll Controls_Scroll Controls_ScrollBar Controls_TabClick Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Dump Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Snake\Snake01.sb,,Snake Game,,0.1a,Nonki Takahashi,143,GameOver CreateMask ShowMask StartSnake OnTick OnKeyDown MoveSnake CreateSnake CreateApple CalcXYFromColRow Init,
ZKG464-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Snake\Snake02.sb,,Snake Game,2014-02-22,0.2,Nonki Takahashi,210,GameOver CreateMask ShowMask StartSnake OnTick OnKeyDown TurnSnake MoveSnake CreateSnake CreateApple CheckOnSnake EatApple CalcXYFromColRow Init,
ZKG464-9,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Snake\Snake03.sb,,Snake Game,2016-07-04,0.3,Nonki Takahashi,242,GameOver CreateMask ShowMask StartSnake OnTick OnKeyDown TurnSnake MoveSnake MoveRabbit CreateSnake CreateRabbit CheckOnSnake EatRabbit CalcXYFromColRow Init,
VRZ081-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Solitaire\SolitaireMarblesGame.sb,,Solitaire Marbles Art,2016-03-14,0.1,Nonki Takahashi,100,GetColor MediumColor Math_Hex2Dec,
VRZ081-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Solitaire\SolitaireMarblesGame02.sb,,Solitaire Marbles Game,2016-03-18,0.2a,Nonki Takahashi,94,CheckPicked OnMouseDown InitBoard,
VRZ081-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Solitaire\SolitaireMarblesGame03.sb,,Solitaire Marbles,2016-03-19,0.3b,Nonki Takahashi,181,Move CanPick CheckPicked OnMouseDown InitBoard DumpBoard,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Spirograph\DrawGear.smallbasic,,,,,,52,DrawGear DrawGrid,
PKG503,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Spirograph\Spirograph.smallbasic,,Spirograph,2015-03-02,,Nonki Takahashi,123,GetRandomColor Spirograph Increment PenPosition,
PKG503-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Spirograph\Spirograph02.smallbasic,,Spirograph,2015-03-02,0.2,Nonki Takahashi,149,DrawGrid GetRandomColor Increment PenPosition Spirograph,
PKG503-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Spirograph\Spirograph03.smallbasic,,Spirograph,2015-03-03,0.3,Nonki Takahashi,196,DrawGrid GetRandomColor Increment OnKeyDown PenPosition Spirograph,
PKG503-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Spirograph\Spirograph04.smallbasic,,Spirograph,2015-03-03,0.4,Nonki Takahashi,197,DrawGrid GetRandomColor Increment OnKeyDown PenPosition Spirograph,
JXB040,C:\Users\Nonki\OneDrive\Documents\SmallBasic\SubLib\Math_CartesianToPolar.sb,,Math_CartesianToPolar Test Program,,0.21,Nonki Takahashi,116,OnMouseMove DrawGrid Math_PolarToCartesian Math_CartesianToPolar,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\SubLib\StackTrace.sb,,PseudoStackFrame sample,,,Nonki Takahashi,63,Factorial MoveTo Stack_Trace,
HFT825,C:\Users\Nonki\OneDrive\Documents\SmallBasic\SVGViewer\SmallSVGViewer.smallbasic,,Small SVG Viewer,2014-11-24,(pilot),Nonki Takahashi,440,OnButtonClicked Parse_SVG Parse_Header Parse_Ellipse Parse_Rect Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcWidthAndHeight SetStyle GetStyleAttr FindTag GetAttrAndText SkipSpaceInTag Parse_Space,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tangram\Tangram01.smallbasic,,Tangram,2012-08-02,0.1,Nonki Takahashi,242,ArrangeAsDiamond ArrangeAsCat ArrangeAsGoat ArrangeAsSquare ArrangeTangram InitTangram MovePiece RotatePiece,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TechNet Guru\SmokeScreen.sb,,Smoke Screen,,0.1,Nonki Takahashi,83,OnTick AddSmoke MoveSmoke,
NRS907-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TechNet Guru\TechNetGuruMedals.sb,,TechNet Guru Medals,2016-01-25,0.4,Nonki Takahashi,758,OnButtonClicked DrawMedals DrawText FillTriangle Form GetTextWidth ShowSVG HideSVG RoundParam Color_ColorToRGB Color_HSLtoRGB Color_Value Color_RGBtoHSL Math_CartesianToPolar Math_Hex2Dec SB_ColorWorkaround SB_RotateWorkaround SB_Workaround Shapes_Init Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate Text_GetWidthInPx,
HMB210-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextBrowser\TextBrowser.smallbasic,,Text Browser,,1,Nonki Takahashi,103,InputURL ShowContents Parse_FindTag Parse_StripTag,
GKR726,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextTools\IsNumber.sb,,IsNumber,,0.2,Nonki Takahashi,351,Test Text_IsNumber Parse_Init Parse_Char Parse_Digit Parse_Integer Parse_Real Parse_Sci Parse_Number,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextTools\LineEditor.sb,,Line Editor,,0.1,Nonki Takahashi,205,DoCommand GetCommand GetDelim GetLineNo GetMaxLineNo GetNum Init ReadCommand ShowError ShowPrompt SkipSpace,
TJK128,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextTools\SmallDOS.sb,,Small DOS - Sample Code for File.CopyFile_ File.DeleteFile and File.GetFiles,,0.1,,127,Init GetArg SkipSpace GetToken ShowError ShowFile ShowFiles,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextTools\Split.sb,,Text_Split Unit Testing,2017-06-26,0.1,Nonki Takahashi,85,Test_Pass Test_Total,
JLS539,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TextTools\TextCompare.sb,,Text Compare,,0.1,Nonki Takahashi,114,ShowResult Text_Compare Text_CompareTexts,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe04.sb,,TicTacToe,,v0.4,NonkiTakahashi,876,EachTurn InitGame DrawGrid Continue OnButtonClicked OnButtonClicked2 Human GetPosition Record ShowRecord ShowPutList SavePutList RestorePutList SaveBoard RestoreBoard WorkOut Random Center RunOrStop ShowResult Judge CheckRun GetPutList DrawBoard PutFigure OutputLine GetFigure InitBoard,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe10.smallbasic,,Tic-tac-toe,2011-01-18,v1.0,,420,Player_Human Player_OnMouseDown Player_GetPosition Game_IsPossibleMove Game_Judge Console_OnButtonClicked Board_Clear Board_Draw Board_Move Console_Init Console_ShowWinner Console_HideWinner Lamp_Draw Score_Clear Score_Replay Score_Read Score_Write Score_Record Parse_Move Parse_Upper Parse_Digit,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe11.smallbasic,,Tic-tac-toe,2011-01-18,v1.1,,505,Player_Human Player_OnMouseDown Player_GetPosition Game_IsPossibleMove Game_Judge Console_OnButtonClicked Board_Clear Board_Draw Board_Move Console_Init Console_ShowWinner Console_HideWinner Lamp_Draw Score_Clear Score_Replay Score_Read Score_Write Score_Record Parse_Move Parse_Upper Parse_Digit,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe12.smallbasic,,Tic-tac-toe,2011-01-19,v1.2,,419,Player_Sequential Game_IsPossibleMove Game_Judge Console_OnButtonClicked Board_Clear Board_Draw Board_Move Board_Unmove Console_Init Console_ShowWinner Console_HideWinner Lamp_Draw GameRecord_Clear GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe13.smallbasic,,Tic-tac-toe,2011-01-21,v1.3,,579,Player_Random Player_Human Player_OnMouseDown Player_DoNothing Player_GetPosition Game_GetPossibleMoves Game_Init Game_New Game_IsPossibleMove Game_Judge Console_DoNothing Console_OnButtonClicked Console_Init Console_New Console_ShowWinner Console_HideWinner Lamp_Draw Board_Init Board_New Board_Draw Board_Move Board_Unmove GameRecord_New GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe14.smallbasic,,Tic-tac-toe,2011-01-24,v1.4,,678,Player_MiniMax Player_Human Player_OnMouseDown Player_DoNothing Player_GetPosition Game_GetPossibleMoves Game_Init Game_New Game_IsPossibleMove Game_Judge Console_DoNothing Console_OnButtonClicked Console_Init Console_New Console_ShowWinner Console_HideWinner Lamp_Draw Board_Init Board_New Board_Draw Board_Move Board_Unmove GameRecord_New GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit Debug_DumpXY,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe14d.smallbasic,,Tic-tac-toe,2011-01-24,v1.4d,,747,Player_MiniMax Player_Human Player_OnMouseDown Player_DoNothing Player_GetPosition Game_GetPossibleMoves Game_Init Game_New Game_IsPossibleMove Game_Judge Console_DoNothing Console_OnButtonClicked Console_Init Console_New Console_ShowWinner Console_HideWinner Lamp_Draw Board_Init Board_New Board_Draw Board_Move Board_Unmove GameRecord_New GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit Debug_Init Debug_DumpBoard Debug_DumpXY Debug_DumpTurn Debug_DumpMove Debug_DumpShow Debug_DumpLevel Debug_DumpScore Debug_DumpMaxScore,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe15d.smallbasic,,Tic-tac-toe,2011-07-24,v1.5d,,748,Player_MiniMax Player_Human Player_OnMouseDown Player_DoNothing Player_GetPosition Game_GetPossibleMoves Game_Init Game_New Game_IsPossibleMove Game_Judge Console_DoNothing Console_OnButtonClicked Console_Init Console_New Console_ShowWinner Console_HideWinner Lamp_Draw Board_Init Board_New Board_Draw Board_Move Board_Unmove GameRecord_New GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit Debug_Init Debug_DumpBoard Debug_DumpXY Debug_DumpTurn Debug_DumpMove Debug_DumpShow Debug_DumpLevel Debug_DumpScore Debug_DumpMaxScore,
LBW762-13,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Tic-tac-toe\Tic-tac-toe16.sb,,Tic-tac-toe,2016-10-24,1.6,Nonki Takahashi,776,DrawLine DrawEllipse Player_MiniMax Player_Human Player_OnMouseDown Player_DoNothing Player_GetPosition Game_GetPossibleMoves Game_Init Game_New Game_IsPossibleMove Game_Judge Console_DoNothing Console_OnButtonClicked Console_Init Console_New Console_ShowWinner Console_HideWinner Lamp_Draw Board_Init Board_New Board_Draw Board_DrawCross Board_DrawNought Board_Move Board_Unmove GameRecord_New GameRecord_Replay GameRecord_Read GameRecord_Write GameRecord_Move GameRecord_Unmove Parse_Move Parse_Upper Parse_Digit Debug_DumpXY,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Towers\TokyoTower.sb,,Tokyo Tower,,,Nonki Takahashi,210,Draw Init,
CKS893,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Train\Train.sb,,Train,,0.1,Nonki Takahashi,253,CalcCarPos CalcNextPos DrawRails DrawTrain FindPos Init Run Math_CartesianToPolar,
LZN025-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TRON\TRON02.smallbasic,,TRON  - light cycle game,2013-06-11,0.2,,323,Player1_Move Player2_Move OnKeyDown OnTick ClearTRON DrawArc DrawCircle DrawCycles GameEnd DrawGrid DrawLine DrawRect DrawText DrawTRON Init Restart Dummy,
LZN025-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\TRON\TRON03.smallbasic,,TRON  - light cycle game,2014-07-23,0.3,,361,Player1_Move Player2_Move OnKeyDown OnTick Opening ClearTRON DrawArc DrawCircle DrawCycles GameEnd DrawGrid DrawLine DrawRect DrawText DrawTRON Init Restart Dummy,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\CarGraphics06.sb,,Car Graphics,,0.6b,Nonki Takahashi,291,Main OnButtonClicked Run SrcToLines DoLine Init Opening OnKeyDown AT_Init AT_Show AT_Move AT_MoveTo AT_PenUp AT_PenDown AT_Turn AT_TurnRight Math_AdjustAngle Math_CartesianToPolar,
HMP803-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\Dragon02a.sb,,Dragon vs Turtle,2015-05-12,0.21a,Nonki Takahashi,194,MoveFire MoveStar MoveTurtle MoveDragon InitTurtle CalcIndex InitDragon UpdateAngle Math_CartesianToPolar,
HMP803-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\Dragon03a.sb,,Dragon vs Turtle,2015-05-15,0.3a,Nonki Takahashi,219,MoveFire MoveStar MoveTurtle MoveDragon InitTurtle CalcIndex InitDragon UpdateAngle Math_CartesianToPolar SB_Workaround,
HMP803-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\Dragon04a.sb,,Dragon vs Turtle,2015-05-19,0.4a,Nonki Takahashi,293,OnMouseDown AddFire MoveFire AddStar MoveStar MoveTurtle MoveDragon InitTurtle InitStar CalcIndex InitDragon InitFire UpdateAngle Math_CartesianToPolar SB_Workaround,
HMP803-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\Dragon05a.sb,,Dragon vs Turtle,2015-05-20,0.5a,Nonki Takahashi,410,CheckTurtleHit CheckDragonHit OnMouseDown AddFire MoveFire AddStar MoveStar MoveTurtle MoveDragon InitTurtle InitStar CalcIndex InitDragon InitFire UpdateAngle Math_CartesianToPolar Controls_AddProgressBar Controls_GetLevel Controls_SetLevel ControlsHelper_AdjustLevel ControlsHelper_AddBar SB_Workaround,
HMP803-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\Dragon06b.sb,,Dragon vs Turtle,2015-05-20,0.6b,Nonki Takahashi,486,CheckTurtleHit CheckDragonHit OnMouseDown AddFire MoveFire AddStar ThrowStar MoveStar MoveTurtle MoveDragon InitTurtle InitStar CalcIndex InitDragon InitFire UpdateAngle ShowResult Math_CartesianToPolar Controls_AddProgressBar Controls_GetLevel Controls_SetLevel ControlsHelper_AdjustLevel ControlsHelper_AddBar SB_Workaround,
XVK119,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics01.sb,,Turtle Graphics,2014-03-20,0.1,Nonki Takahashi,132,OnButtonClicked Run SrcToLines DoLine Init Opening,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics02.sb,,Turtle Graphics,2014-03-21,0.2,Nonki Takahashi,140,Main OnButtonClicked Run SrcToLines DoLine Init Opening,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics03.sb,,Turtle Graphics,,0.3a,Nonki Takahashi,133,Main OnButtonClicked Run SrcToLines DoLine Init Opening,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics04.sb,,Turtle Graphics,,0.4b,Nonki Takahashi,152,Main OnButtonClicked Run SrcToLines DoLine Init Opening,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics05.sb,,Turtle Graphics,,0.5b,Nonki Takahashi,172,Main OnButtonClicked Run SrcToLines DoLine Init Opening OnKeyDown,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleGraphics06.sb,,Turtle Graphics,,0.6b,Nonki Takahashi,180,Form Main OnButtonClicked Run SrcToLines DoLine Init Opening OnKeyDown,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleMacro.sb,,Turtle Macro,,0.1,,153,OnButtonClicked Macro_Init Macro_AddEnd Macro_AddButton Macro_AddMove Macro_AddRect Macro_AddStart Macro_AddText Macro_AddTextBox Macro_AddTurn Macro_Run,
JPQ837,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Turtle\TurtleTrail.sb,,Thinking Turtle Trailer,,,Nonki Takahashi,107,Balloon_Add Balloon_Hide Balloon_Move Balloon_Show Balloon_SetText Turtle_Move,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Typewriter\Typewriter.sb,,Typewriter,2016-02-14,,,98,OnTextInput OnKeyUp OnKeyDown Return Type Shift Back,
KFJ748,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Wood\Wood.smallbasic,,Wood Grain,2014-11-15,,Nonki Takahashi,65,GetColor MediumColor Math_Hex2Dec,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\TestCharCode.sb,,,,,,17,Dec2Hex,
BKM132-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList.sb,,Word List,2017-04-16,1.1,Nonki Takahashi,251,CompareWord GetSeparator GetWord Init InsertWordList PrintWordList ReadLine,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList01.sb,,単語帳プログラム,,v0.1,,11,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList02.sb,,単語帳プログラム WordList,,v0.2,,37,GetWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList03.sb,,単語帳プログラム WordList,,v0.3,,111,GetWord GetSeparator AddWordList PrintWordList,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList03a.sb,,単語帳プログラム WordList,,v0.4,,139,GetWord GetSeparator InsertWordList AddWordList PrintWordList,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList04.sb,,単語帳プログラム WordList,,v0.4,,175,GetWord GetSeparator InsertWordList PrintWordList CompareWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList05.sb,,単語帳プログラム WordList,,v0.5,,232,GetWord GetSeparator InsertWordList PrintWordList CompareWord StartClock StopClock PrintClock ConvertEmsToTime PrintTime,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList06.sb,,単語帳プログラム WordList,2010-06-14,v0.6,,313,GetWord GetSeparator InsertWordList InsertWordList0 PrintWordList PrintWordList0 CompareWord StartClock StopClock PrintClock PrintTime ConvertEmsToTime,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList07.sb,,単語帳プログラム WordList,2010-06-23,v0.7,,205,GetWord GetSeparator InsertWordList PrintWordList CompareWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList08.sb,,単語帳プログラム WordList,2010-06-29,v0.8,,208,GetWord GetSeparator InsertWordList PrintWordList CompareWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\WordList\WordList09.sb,,Word List,2014-05-13,0.9,Nonki Takahashi,209,GetWord GetSeparator InsertWordList PrintWordList CompareWord,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zigsaw\Zigsaw.smallbasic,,,,,,52,,
VDD596,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zigsaw\Zigsaw02.smallbasic,,Zigsaw,2015-05-05,0.2b,Nonki Takahashi,85,GetPiece MovePiece OnMouseDown OnMouseMove OnMouseUp,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Andromeda01.sb,,Andromeda,,0.1,Nonki Takahashi,176,GetMinMax InitStars DrawGrids RADec2XY,
JWG118,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Aquarius01.sb,,Aquarius,2016-01-06,0.1,Nonki Takahashi,377,Cal_Init Cal_DrawMonth Command_GetArgs DrawGrids RADec2XY InitStars Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\AquariusArt.sb,,2017-04-19 1:24:27 Shapes generated by Shapes 2.2b for Zodiac.,,,,332,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Aries01.sb,,Aries,2016-01-06,0.1,Nonki Takahashi,190,GetMinMax InitStars DrawGrids RADec2XY,
NLS823-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Aries02.sb,,Aries,2016-04-02,0.3,Nonki Takahashi,623,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
NLS823-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Aries03.sb,,Aries,2016-04-02,0.32,Nonki Takahashi,641,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
JXT534,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Cancer01.sb,,Cancer,2016-03-13,0.1,Nonki Takahashi,667,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
JXT534-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Cancer02.sb,,Cancer,2016-04-02,0.2,Nonki Takahashi,683,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
RVG849,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Capricornus01.smallbasic,,Capricornus,2013-01-03,0.1,Nonki Takahashi,252,Cal_Init Cal_DrawMonth Command_GetArgs DrawGrids RADec2XY InitStars Shapes_Init Shapes_Add,
RVG849-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Capricornus02.sb,,Capricornus,2016-01-06,0.21,Nonki Takahashi,310,Cal_Init Cal_DrawMonth Command_GetArgs DrawGrids RADec2XY InitStars Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\CelestialSphereBrazil.sb,,Celestial Sphere in the Flag of Brazil,,0.1,Nonki Takahshi,1483,Init OnKeyDown DrawRA DrawDec DrawLine DrawStars Mapping InitStars SB_Workaround,
PBW108,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\CelestialSphereBrazil02.sb,,Celestial Sphere in the Flag of Brazil,,0.2,Nonki Takahshi,932,Init OnKeyDown DrawRA DrawDec DrawLine DrawStars Mapping InitStars SB_Workaround,
PBW108-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\CelestialSphereBrazil03.sb,,Celestial Sphere in the Flag of Brazil,,0.33,Nonki Takahshi,976,Init OnKeyDown DrawRA DrawDec DrawEcliptic DrawLine DrawStars Mapping InitStars SB_Workaround,
NLF834-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Draco02.sb,,Draco / Quadrantids,2017-04-18,0.2,Nonki Takahashi,894,DrawDec DrawRA DrawCalendar DrawLine DrawMeteorShower DrawStars Init InitStars Mapping OnKeyDown Cal_Init Cal_DrawMonth Command_GetArgs Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
NLF834-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Draco03.sb,,Draco / Quadrantids,2017-04-18,0.3,Nonki Takahashi,894,DrawDec DrawRA DrawCalendar DrawLine DrawMeteorShower DrawStars Init InitStars Mapping OnKeyDown Cal_Init Cal_DrawMonth Command_GetArgs Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\DracoArt.sb,,2017-04-18 23:35:17 Shapes generated by Shapes 2.2b for Zodiac.,,,,422,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
JWG118-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\EtaAquariids011.sb,,Aquarius / Eta Aquariids,2017-04-19,0.11,Nonki Takahashi,805,DrawDec DrawRA DrawCalendar DrawLine DrawMeteorShower DrawStars Init InitStars Mapping OnKeyDown Cal_Init Cal_DrawMonth Command_GetArgs Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
JWG118-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\EtaAquariids012.sb,,Aquarius / Eta Aquariids,2017-04-19,0.12,Nonki Takahashi,805,DrawDec DrawRA DrawCalendar DrawLine DrawMeteorShower DrawStars Init InitStars Mapping OnKeyDown Cal_Init Cal_DrawMonth Command_GetArgs Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
DRB274,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Gemini01.sb,,Gemini,2016-04-02,0.1,Nonki Takahashi,687,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
ZSF735,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\GetListOfStars01.sb,,Get List of Stars from Wikipedia,2016-01-06,0.1,Nonki Takahashi,434,Form StripTags ConvertText FindTag GetAttrAndText InitConstellation SelectConstellation OnButtonClicked OnMouseDown Controls_AddRadioButton Controls_GetRadioButtonCaption Controls_GetSelectedRadioButton Controls_RemoveRadioButton,
